brand,model,model_year,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Chrysler,Pacifica Launch Edition,2020,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,36800.00
Tesla,Model Y Long Range,2023,,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,56515.00
Lamborghini,Huracan LP580-2,2017,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,,209991.00
RAM,1500 Rebel,2021,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50927.00
Toyota,86 Base,2020,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,27350.00
BMW,X5 xDrive50i,2016,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23995.00
GMC,Yukon Denali,2018,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44500.00
Honda,Accord EX-L,2014,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,18987.00
Maserati,Ghibli S Q4,2017,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,28700.00
Hyundai,Kona EV SEL,2022,,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,31999.00
BMW,435 i,2014,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,20900.00
Mercedes-Benz,GL-Class GL 450,2011,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9900.00
GMC,Sierra 1500 SLE,2014,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22989.00
Dodge,Challenger SRT Demon,2018,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,155700.00
BMW,X5 PHEV xDrive45e,2023,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,74995.00
Dodge,Durango R/T,2020,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,29500.00
Ferrari,488 Spider Base,2019,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,,319900.00
Ford,Bronco Sport Big Bend,2022,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,31000.00
Honda,Civic LX,2015,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,17500.00
Ford,Shelby GT350 Base,2018,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,62900.00
Volkswagen,Jetta S,2010,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,6000.00
Mazda,CX-5 Grand Touring,2021,Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,26288.00
Jeep,Wrangler Rubicon,2009,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,15500.00
Ford,F-250 XLT,2016,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28999.00
Tesla,Model Y Performance,2022,,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,46500.00
BMW,528 i,2016,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995.00
Kia,Rio S,2021,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15700.00
Tesla,Model S 85,2014,,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,28450.00
Jeep,Wrangler Sport,1997,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,Yes,5500.00
Tesla,Model 3 Standard Range,2020,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29900.00
Ferrari,GTC4Lusso T,2018,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,197499.00
BMW,X5 M50i,2021,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,71000.00
Mazda,MX-5 Miata RF Club,2022,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,35619.00
Ford,F-250 XLT,2014,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,40999.00
Jeep,Wrangler Sahara,2012,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,22000.00
RAM,1500 Laramie,2021,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,46500.00
RAM,1500 Laramie,2020,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,46105.00
GMC,Yukon Denali,2016,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35500.00
Ford,F-150 Lariat,2016,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26500.00
Chevrolet,Corvette Base,2006,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,35000.00
BMW,Z4 2.5i,2004,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,9000.00
Subaru,Crosstrek 2.0i Premium,2017,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,21495.00
Lexus,GX 470 Base,2004,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7350.00
RAM,1500 Laramie,2022,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,45999.00
Ford,F-150 XLT,2022,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,Yes,46552.00
Jeep,Wagoneer Series III,2022,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,68362.00
Volkswagen,GTI Base,2008,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,9850.00
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,51700.00
Mazda,Mazda6 iSport VE,2008,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,4300.00
Kia,Telluride EX X-Line,2023,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,None reported,Yes,48000.00
Chevrolet,Tahoe LT,2022,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,Yes,63900.00
Dodge,Durango GT,2022,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Yes,39985.00
Mercedes-Benz,AMG C 63 Base,2020,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,57999.00
BMW,320 i xDrive,2016,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,7500.00
Porsche,Macan GTS,2023,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,None reported,,96900.00
Honda,Pilot EX-L,2020,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,,,35645.00
Mercedes-Benz,GLE 350 Base,2020,Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,,49998.00
Chevrolet,Camaro 2SS,2017,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,34500.00
Jaguar,XF 35t Prestige,2017,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,18500.00
RAM,3500 Laramie,2013,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,42900.00
BMW,335 is,2012,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,20995.00
Audi,S6 4.0T Premium Plus,2018,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,49999.00
Chrysler,300 S,2014,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,15999.00
GMC,Sierra 1500 AT4,2022,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,62499.00
Chrysler,200 C,2015,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,5995.00
Ford,F-150 XLT SuperCab,2010,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,3000.00
MINI,Cooper S Base,2006,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,None reported,Yes,12500.00
Toyota,Venza XLE,2013,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14200.00
Toyota,Camry Hybrid Base,2011,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,At least 1 accident or damage reported,Yes,7900.00
Chevrolet,Tahoe LT,2012,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,14500.00
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,,,37500.00
Ford,Shelby GT500 Base,2021,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,None reported,Yes,90788.00
Lexus,RX 300 4WD,1999,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3500.00
Porsche,Macan S,2015,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,23999.00
Ford,F-150 XLT SuperCab,2004,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,6299.00
Subaru,Outback 2.5 i Special Edition,2009,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,6500.00
GMC,Sierra 2500 AT4,2022,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,,,76740.00
BMW,X5 xDrive40i,2020,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000.00
Porsche,Taycan Base,2022,,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,89000.00
Lexus,GX 470 Base,2006,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,13995.00
Ford,F-150 Heritage XL SuperCab Flareside,2004,Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,30500.00
Mazda,MazdaSpeed Miata MX-5 Base,2004,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,17599.00
GMC,Acadia Denali,2021,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,38436.00
Mercedes-Benz,Metris Base,2016,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29000.00
Cadillac,DeVille Base,1994,–,–,A/T,White,Blue,None reported,Yes,7900.00
Ford,Expedition EL XLT,2011,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,8999.00
Chevrolet,Monte Carlo SS,2000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,None reported,Yes,4700.00
RAM,1500 Big Horn,2015,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,14000.00
Jeep,Commander Base,2006,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6500.00
Lexus,IS-F Base,2010,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,34500.00
Ford,Utility Police Interceptor Base,2017,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000.00
Porsche,Carrera GT Base,2005,Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,1599000.00
Cadillac,Escalade ESV Luxury,2016,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24500.00
Tesla,Model Y Performance,2020,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,43000.00
Chevrolet,Avalanche 1500 LS,2005,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,7200.00
Ford,F-150 Lariat,2021,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,47850.00
Mercedes-Benz,GLB 250 Base 4MATIC,2023,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,,46479.00
Jeep,Wrangler Sport,2016,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,25000.00
Nissan,350Z Touring,2004,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Orange,At least 1 accident or damage reported,Yes,11500.00
Chevrolet,Corvette Z06,2016,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Orange,–,None reported,Yes,75000.00
Pontiac,Solstice GXP,2007,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,13300.00
Hyundai,Sonata SE,2018,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900.00
Mercedes-Benz,SLS AMG Base,2012,Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,None reported,Yes,226000.00
Lincoln,Navigator Reserve,2018,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,46500.00
Nissan,Maxima SL,2007,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6700.00
Ford,Ranger XLT,2021,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,34000.00
Tesla,Model 3 Long Range,2021,,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,42500.00
Jaguar,XE 35t Premium,2017,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,25000.00
Lincoln,MKZ Reserve,2017,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,18750.00
Cadillac,Escalade ESV Platinum,2020,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,50000.00
Ford,Fusion SE,2012,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,4500.00
Mercedes-Benz,E-Class E 350,2012,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,12000.00
Jeep,Wrangler Unlimited Sport,2014,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,17000.00
Cadillac,DeVille Base,1994,–,–,A/T,White,Blue,None reported,Yes,5990.00
Jeep,Wrangler Sport,2010,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,10700.00
Jeep,Wrangler Sport,2011,Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,,16998.00
Acura,MDX 3.5L w/Technology Package,2019,Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,,27698.00
Volkswagen,Jetta 1.4T S,2019,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17000.00
Chevrolet,Camaro Z28,2002,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,21999.00
Chevrolet,Corvette Z06,2016,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Black,None reported,Yes,66000.00
Porsche,Cayman R,2012,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,75000.00
Porsche,Cayenne Base,2018,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,45855.00
Subaru,Crosstrek 2.0i Limited,2018,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,21499.00
BMW,750 Li,2007,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9000.00
Jeep,Wrangler Sahara,2013,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,26500.00
GMC,Sierra 2500 AT4,2020,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,69500.00
BMW,X3 M AWD,2021,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54500.00
BMW,335 i,2011,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000.00
Jeep,Wrangler Unlimited Sahara,2019,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35900.00
Toyota,Corolla S Plus,2016,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,16000.00
Land,Rover Discovery HSE LUXURY,2017,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000.00
Mercedes-Benz,E-Class E 450 4MATIC,2021,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,62000.00
Ford,Fusion Hybrid Base,2012,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250.00
BMW,X1 xDrive 28i,2017,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,26000.00
GMC,Terrain SLE,2010,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,None reported,Yes,12250.00
BMW,i3 120Ah w/Range Extender,2019,,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,26990.00
Porsche,911 GT3,2018,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,,209000.00
Ford,Mustang SVT Cobra,2003,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,35500.00
Land,Rover Range Rover Supercharged LWB,2020,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,67500.00
RAM,2500 Big Horn,2016,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,35000.00
Ford,E250 Cargo,2013,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777.00
MINI,Countryman Cooper S ALL4,2018,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28900.00
RAM,1500 Classic Tradesman,2019,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,28995.00
Volvo,C70 T5,2011,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,5500.00
Mercedes-Benz,SL-Class SL600 Roadster,2007,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999.00
Toyota,Camry Hybrid XLE,2018,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,29500.00
GMC,Acadia SLE-2,2016,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,12995.00
Chevrolet,Impala 1LT,2019,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,17816.00
Jeep,Grand Cherokee L Laredo,2021,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,,,38633.00
Jeep,Liberty Sport,2003,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,5200.00
Jaguar,XF Luxury,2009,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,7000.00
Honda,Civic Sport,2020,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,,23739.00
Subaru,Outback 2.5i Premium,2019,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749.00
Land,Rover Range Rover Sport HSE Dynamic,2019,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,76000.00
Tesla,Model Y Long Range,2022,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,45900.00
Lexus,ES 350 Base,2019,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900.00
Honda,CR-V Touring,2022,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,,36727.00
Alfa,Romeo Giulia Quadrifoglio,2021,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,75000.00
BMW,330 i,2005,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,30900.00
Maybach,Type 57 Base,2004,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,–,None reported,Yes,64250.00
Lexus,ES 250 Base,2021,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,,37998.00
